report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,40696500000.0,59529500000.0,130998400000.0,71468900000.0,3984000000.0
2023-03-31 00:00:00+00:00,53685600000.0,61980700000.0,150118500000.0,88137800000.0,5085300000.0
2024-03-31 00:00:00+00:00,40219400000.0,68561500000.0,150605800000.0,82044300000.0,8351400000.0
2025-03-31 00:00:00+00:00,32023200000.0,75906900000.0,149897400000.0,73990500000.0,5734800000.0
