report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31 00:00:00+00:00,6469400000.0,136776400000.0,154726400000.0,17947500000.0,951200000.0,10.0
2023-03-31 00:00:00+00:00,6430400000.0,160787000000.0,181062900000.0,20275100000.0,2071500000.0,10.0
2024-03-31 00:00:00+00:00,5922200000.0,186978200000.0,211772000000.0,24798600000.0,12717700000.0,10.0
2025-03-31 00:00:00+00:00,8196800000.0,214277500000.0,243202900000.0,28935900000.0,6912600000.0,10.0
