report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,12549303000.0,48764938000.0,118847487000.0,61782421000.0,1432327000.0
2023-03-31,9257215000.0,43332163000.0,124336044000.0,72422624000.0,1410825000.0
2024-03-31,11550172000.0,47326425000.0,132887802000.0,76628969000.0,2352679000.0
2025-03-31,24751088000.0,45221369000.0,136915272000.0,89165154000.0,1397226000.0
