report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,414923200000.0,67413600000.0,485270800000.0,417857200000.0,4069000000.0,16
2023-03-31,537453900000.0,105031900000.0,646541400000.0,541509500000.0,937800000.0,16
2024-03-31,691293200000.0,122335000000.0,818270900000.0,695935900000.0,637000000.0,16
2025-03-31,820719200000.0,199468000000.0,1028087500000.0,828619500000.0,614300000.0,16
