report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2021-09-30 00:00:00+00:00,,,,,
2022-09-30 00:00:00+00:00,1821000000.0,116102000000.0,201090000000.0,84912000000.0,10006000000.0
2023-09-30 00:00:00+00:00,1752000000.0,130871000000.0,217696000000.0,86739000000.0,11917000000.0
2024-09-30 00:00:00+00:00,2794000000.0,153567000000.0,254083000000.0,100422000000.0,18359000000.0
2025-09-30 00:00:00+00:00,1453000000.0,132276000000.0,199892000000.0,67511000000.0,21504000000.0
