report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,13911000000.0,142872000000.0,205824000000.0,62895000000.0,14335000000.0,59
2023-03-31,15412000000.0,165921000000.0,234961000000.0,68969000000.0,23216000000.0,59
2024-03-31,20706000000.0,200172000000.0,275630000000.0,75366000000.0,18063000000.0,59
2025-03-31,21873000000.0,226983000000.0,306300000000.0,79185000000.0,20623000000.0,59
