report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,543621210000.0,187857240000.0,763164740000.0,571785780000.0,102292610000.0
2023-03-31 00:00:00+00:00,555061320000.0,216657520000.0,801489200000.0,579961160000.0,80737890000.0
2024-03-31 00:00:00+00:00,677418380000.0,251072070000.0,964699400000.0,707159000000.0,63889980000.0
2025-03-31 00:00:00+00:00,988152640000.0,293646270000.0,1328595910000.0,1028684130000.0,84856590000.0
