report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,55708000000.0,77205900000.0,107441200000.0,30235300000.0,4885700000.0
2023-03-31,67812400000.0,80656200000.0,111920600000.0,31219500000.0,5094900000.0
2024-03-31,93511600000.0,116691200000.0,151188500000.0,34497300000.0,4427400000.0
2025-03-31,110255300000.0,127039900000.0,197687000000.0,70647100000.0,7401900000.0
