report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,65271000.0,35333228000.0,65638802000.0,30305574000.0,2650437000.0
2023-03-31,52075000.0,54609337000.0,86724314000.0,32114977000.0,10528837000.0
2024-03-31,37411000.0,67032274000.0,103400507000.0,36368233000.0,5938420000.0
2025-03-31,21150000.0,77335335000.0,117424843000.0,40089508000.0,1338568000.0
