report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,473232231000.0,3539409914000.0,4019673756000.0,480263842000.0,685847078000.0
2023-03-31,490112342000.0,4028320196000.0,4578366330000.0,550046134000.0,567767615000.0
2024-03-31,476114113000.0,4518864077000.0,5150939711000.0,632075634000.0,423915933000.0
2025-03-31,537035526000.0,4892714290000.0,5541071158000.0,648356868000.0,649801649000.0
