report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,722110000000.0,672970000000.0,1964850000000.0,1279500000000.0,88080000000.0
2023-03-31 00:00:00+00:00,1066050000000.0,656950000000.0,2110780000000.0,1440390000000.0,154240000000.0
2024-03-31 00:00:00+00:00,1056090000000.0,776690000000.0,2281980000000.0,1484220000000.0,54600000000.0
2025-03-31 00:00:00+00:00,1192220000000.0,794960000000.0,2407420000000.0,1590760000000.0,110450000000.0
