report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,4211220000.0,17975450000.0,22373990000.0,4276480000.0,477570000.0
2023-03-31,9060520000.0,55580660000.0,74199200000.0,18384100000.0,1972720000.0
2024-03-31,10919800000.0,71652500000.0,113137400000.0,40878100000.0,1213900000.0
2025-03-31,14923700000.0,101521000000.0,197473800000.0,94792000000.0,5098300000.0
