report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,197260000000.0,258171000000.0,479676000000.0,221505000000.0,9802000000.0
2023-03-31,191849000000.0,254629000000.0,465724000000.0,211095000000.0,224000000.0
2024-03-31,205310000000.0,288288000000.0,558676000000.0,270388000000.0,631000000.0
2025-03-31,211558000000.0,306719000000.0,631702000000.0,324983000000.0,1497000000.0
