report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,38878700000.0,70622500000.0,130896200000.0,54343600000.0,7835300000.0,48
2023-03-31,31390100000.0,79819600000.0,136687500000.0,50267000000.0,7363900000.0,48
2024-03-31,27357900000.0,94566500000.0,148558300000.0,47271200000.0,4793400000.0,48
2025-03-31,30842700000.0,111607100000.0,177039300000.0,52883200000.0,2569100000.0,48
