report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,26184000000.0,268857000000.0,448707000000.0,174896000000.0,37889000000.0
2023-03-31 00:00:00+00:00,27402000000.0,279245000000.0,461533000000.0,177586000000.0,40563000000.0
2024-03-31 00:00:00+00:00,25367000000.0,266694000000.0,434236000000.0,162768000000.0,43471000000.0
2025-03-31 00:00:00+00:00,20252000000.0,273615000000.0,444945000000.0,167028000000.0,43185000000.0
