report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,276176660000.0,314402910000.0,367084050000.0,52681140000.0,1311750000.0
2023-03-31,401652799000.0,445118315000.0,504470009000.0,59351694000.0,1384500000.0
2024-03-31,496868800000.0,540410300000.0,626004500000.0,85594200000.0,742100000.0
2025-03-31,647403100000.0,694684100000.0,797349500000.0,102665400000.0,572900000.0
