report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,692838600000.0,117690000000.0,824786800000.0,707096800000.0,38613700000.0
2023-03-31 00:00:00+00:00,975243900000.0,143461000000.0,1136269000000.0,992808000000.0,19916100000.0
2024-03-31 00:00:00+00:00,1348477800000.0,195932400000.0,1566864100000.0,1370931700000.0,22362300000.0
2025-03-31 00:00:00+00:00,1755947200000.0,236686900000.0,2018867600000.0,1782180700000.0,65213400000.0
