report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,484977500000.0,1132246500000.0,1546288600000.0,414042100000.0,2338500000.0
2023-03-31,706710200000.0,1296578100000.0,1619210800000.0,322632700000.0,5184800000.0
2024-03-31,666838200000.0,1358633300000.0,1827846800000.0,469213500000.0,2798500000.0
2025-03-31,705582200000.0,1436003500000.0,1947446400000.0,511442900000.0,1662200000.0
