report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,5082100000.0,21388240000.0,144057360000.0,122669120000.0,10961310000.0
2023-03-31,5996000000.0,22240330000.0,112806450000.0,90566120000.0,8325210000.0
2024-03-31,8641900000.0,27379600000.0,105294210000.0,77914610000.0,8870510000.0
2025-03-31,17029450000.0,49858310000.0,152053180000.0,102194870000.0,12305680000.0
