report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,72760000000.0,93030000000.0,211940000000.0,118610000000.0,2190000000.0,92
2023-03-31,93670000000.0,118510000000.0,270230000000.0,151190000000.0,2320000000.0,92
2024-03-31,155280000000.0,93930000000.0,315500000000.0,221570000000.0,4090000000.0,92
2025-03-31,207770000000.0,116240000000.0,406470000000.0,290230000000.0,4070000000.0,92
