report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,115367000000.0,121050000000.0,384788000000.0,263170000000.0,4771000000.0
2023-03-31 00:00:00+00:00,90603000000.0,126626000000.0,391549000000.0,264327000000.0,13108000000.0
2024-03-31 00:00:00+00:00,76976000000.0,174693000000.0,472252000000.0,296912000000.0,18270000000.0
2025-03-31 00:00:00+00:00,70940000000.0,201778000000.0,498406000000.0,295958000000.0,9336000000.0
