report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,48299300000.0,297371600000.0,536172600000.0,238801000000.0,7326200000.0
2023-03-31,54535100000.0,325417600000.0,569200200000.0,243782600000.0,14491100000.0
2024-03-31,88564600000.0,345632700000.0,590019200000.0,244386500000.0,17188600000.0
2025-03-31,90146000000.0,433610000000.0,680831800000.0,247221800000.0,3903200000.0
