report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,4896000000.0,21230000000.0,49544000000.0,27331000000.0,4468000000.0
2023-03-31,5622000000.0,25135000000.0,56834000000.0,30825000000.0,5699000000.0
2024-03-31,7260000000.0,23808000000.0,61077000000.0,36266000000.0,3213000000.0
2025-03-31,10704000000.0,41617000000.0,124907000000.0,63792000000.0,7956000000.0
