report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,929193300000.0,260942600000.0,1422681600000.0,1161739000000.0,112880500000.0
2023-03-31 00:00:00+00:00,1286886100000.0,435128600000.0,2105726900000.0,1667731500000.0,104903600000.0
2024-03-31 00:00:00+00:00,1517661000000.0,489471200000.0,2482663100000.0,1985896700000.0,62602300000.0
2025-03-31 00:00:00+00:00,1788397000000.0,564698200000.0,2937221600000.0,2372523400000.0,197788800000.0
