report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,89429500000.0,135155000000.0,309324600000.0,174149000000.0,5851600000.0
2023-03-31,250514800000.0,300075200000.0,487417000000.0,186288100000.0,34222900000.0
2024-03-31,315733900000.0,372548600000.0,582691000000.0,208317400000.0,30917400000.0
2025-03-31,501856500000.0,608539200000.0,899389800000.0,273614300000.0,32335300000.0
