report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,232849100000.0,268957300000.0,346484300000.0,77527000000.0,7842500000.0
2023-03-31,315310900000.0,357155100000.0,455455600000.0,98300500000.0,10160400000.0
2024-03-31,403147000000.0,460872000000.0,581712300000.0,120840300000.0,25084300000.0
2025-03-31,451706800000.0,517640800000.0,655458000000.0,137817200000.0,25599100000.0
