report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,722000000.0,9941000000.0,15555000000.0,5561000000.0,2305000000.0
2023-03-31 00:00:00+00:00,1010000000.0,9172000000.0,15312000000.0,6088000000.0,1481000000.0
2024-03-31 00:00:00+00:00,1002000000.0,10559000000.0,16523000000.0,5918000000.0,1773000000.0
2025-03-31 00:00:00+00:00,962000000.0,11205000000.0,17419000000.0,6164000000.0,2861000000.0
