report_date,Total Debt,Total Liabilities Net Minority Interest,Total Assets,Stockholders Equity,Cash And Cash Equivalents
2022-03-31,172175200000.0,6291195200000.0,6740964300000.0,449519300000.0,799682200000.0
2023-03-31,220924200000.0,6638009900000.0,7133340000000.0,495068200000.0,502168300000.0
2024-03-31,231428800000.0,7354313100000.0,7957088200000.0,602482000000.0,421769100000.0
2025-03-31,333743000000.0,8054934600000.0,8770386000000.0,715129100000.0,549614000000.0
