report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents
2022-03-31 00:00:00+00:00,14120100000.0,151419400000.0,211175900000.0,48240300000.0,14979700000.0
2023-03-31 00:00:00+00:00,16000400000.0,162767100000.0,228111300000.0,56842500000.0,15395600000.0
2024-03-31 00:00:00+00:00,34772200000.0,160567900000.0,280209400000.0,105848100000.0,23198300000.0
2025-03-31 00:00:00+00:00,23926800000.0,200010800000.0,319776800000.0,105873800000.0,27259300000.0
