report_date,Total Debt,Stockholders Equity,Total Assets,Total Liabilities Net Minority Interest,Cash And Cash Equivalents,stock_id
2022-03-31,776052100000.0,471226400000.0,1741128000000.0,1172875400000.0,34875900000.0,63
2023-03-31,922468500000.0,563657900000.0,2058917700000.0,1388096600000.0,34934100000.0,63
2024-03-31,1066255200000.0,661905500000.0,2363007300000.0,1587913900000.0,45301000000.0,63
2025-03-31,1249493100000.0,770388600000.0,2775862700000.0,1884882700000.0,49238900000.0,63
