Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id
2025-04-21,697.7834672670848,705.569880037927,692.842070012669,694.5391235351562,1553435,0.0,0.0,149
2025-04-22,693.4909492427478,709.4631026800752,689.9970406783324,701.0776977539062,1249592,0.0,0.0,149
2025-04-23,701.0776942457684,714.8037635372875,688.6493502287524,712.2083129882812,2443177,0.0,0.0,149
2025-04-24,716.7004793027867,717.19960909394,701.227455777035,715.2529907226562,1337783,0.0,0.0,149
2025-04-25,715.2529886172904,718.5472330434194,690.3463999262688,693.0916137695312,1524535,0.0,0.0,149
2025-04-28,691.494411708306,707.9157937109611,689.8971598496121,703.97265625,1381701,0.0,0.0,149
2025-04-29,703.9726803614277,711.7590930363478,700.2292068707036,707.0672607421875,1235338,0.0,0.0,149
2025-04-30,704.9709674209289,724.6865952400935,704.5217383987563,714.1549682617188,1976135,0.0,0.0,149
2025-05-02,713.7556024352766,719.5953966290842,698.1827772991697,699.7799682617188,687396,0.0,0.0,149
2025-05-05,698.7817276510041,722.1410269183388,698.7318268562439,719.3958129882812,1486713,0.0,0.0,149
2025-05-06,723.7381982919493,726.6830762500955,700.6284645542275,704.8211669921875,712690,0.0,0.0,149
2025-05-07,690.7956373762377,711.4596231078158,690.7956373762377,705.76953125,1204483,0.0,0.0,149
2025-05-08,705.769512127541,708.6644892362692,663.842610416994,670.6806640625,1721745,0.0,0.0,149
2025-05-09,650.8652331571158,672.7770426861509,650.8652331571158,669.0335693359375,1131188,0.0,0.0,149
2025-05-12,679.6151289526471,698.7817256123726,675.8716554225808,694.8884887695312,1059863,0.0,0.0,149
2025-05-13,694.7886679714522,706.3185539395029,690.8455304430122,700.478759765625,1592174,0.0,0.0,149
2025-05-14,696.9848961050637,711.1102335200006,679.4154898012424,692.592529296875,2220144,0.0,0.0,149
2025-05-15,702.7747543418648,706.6180294080997,671.828706920561,682.5599975585938,7700809,0.0,0.0,149
2025-05-16,683.1090612701113,685.9041760837057,669.2831895911743,673.12646484375,2570669,0.0,0.0,149
2025-05-19,673.4758912948952,701.7765277508267,663.9424629784621,693.2913208007812,3642232,0.0,0.0,149
2025-05-20,693.2913215255061,696.7353294769703,673.3261286809991,678.1676635742188,2021406,0.0,0.0,149
2025-05-21,679.7150059497083,682.6099223172666,669.9320128395983,673.226318359375,904725,0.0,0.0,149
2025-05-22,673.3261029869705,676.5704467003992,662.0457816460662,673.0765380859375,1480845,0.0,0.0,149
2025-05-23,673.0765106373128,673.3759763205537,661.6464264503447,663.2935791015625,1264576,0.0,0.0,149
2025-05-26,663.2935977925417,666.9372087443486,657.6534067287007,660.3986206054688,2357378,0.0,0.0,149
2025-05-27,661.8461477507514,667.4363774174949,658.0527732676801,664.341796875,1776278,0.0,0.0,149
2025-05-28,668.7341045248165,668.7341045248165,654.2093791639254,658.6017456054688,1091201,0.0,0.0,149
2025-05-29,660.8977462027584,670.8803420548624,658.7015629295096,669.1832885742188,1689146,0.0,0.0,149
2025-05-30,668.8838215743885,669.3330505726393,651.9134086590494,654.4090576171875,1875471,0.0,0.0,149
2025-06-02,653.860045116476,660.9976257057323,648.9186478569088,659.2506713867188,1401512,0.0,0.0,149
