Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id
2025-04-21,3366.9118079860546,3503.472512421898,3361.9531749846024,3485.720703125,283157,0.0,0.0,188
2025-04-22,3494.84423818205,3548.3974699816613,3467.274192646252,3493.05908203125,274955,0.0,0.0,188
2025-04-23,3500.7947871337474,3508.7285996824926,3437.4235562489444,3496.827880859375,168446,0.0,0.0,188
2025-04-24,3490.8773746911743,3595.306226397986,3407.5723464314988,3482.64599609375,1473276,0.0,0.0,188
2025-04-25,3515.6705864324,3588.562487166612,3371.870238045179,3449.026611328125,239037,0.0,0.0,188
2025-04-28,3471.043032713943,3645.8844773287974,3449.2250479368836,3605.025390625,588862,0.0,0.0,188
2025-04-29,3599.96730715581,3600.4631704212584,3521.720180716337,3554.84375,225836,0.0,0.0,188
2025-04-30,3540.4639837734444,3541.5549798884545,3462.2168514005343,3509.720458984375,291426,0.0,0.0,188
2025-05-02,3441.886334321958,3513.8855381074804,3397.3576660095277,3402.713134765625,129685,0.0,0.0,188
2025-05-05,3421.6547758697425,3481.951796445378,3403.605401709068,3473.4228515625,104551,0.0,0.0,188
2025-05-06,3476.001460566958,3490.8773584010532,3380.7957144287475,3419.373779296875,134893,0.0,0.0,188
2025-05-07,3352.1350067960016,3445.753896220024,3352.0357372927565,3426.613525390625,216529,0.0,0.0,188
2025-05-08,3426.415223000343,3505.4557804439596,3410.2500318453976,3451.60498046875,257778,0.0,0.0,188
2025-05-09,3342.118519416566,3465.0926133060775,3323.7715779895016,3454.97705078125,132159,0.0,0.0,188
2025-05-12,3520.629401483488,3573.1909108577483,3482.249630798508,3550.48046875,195016,0.0,0.0,188
2025-05-13,3550.480343754065,3591.9343201422907,3503.373332294043,3558.51318359375,179740,0.0,0.0,188
2025-05-14,3550.480267296692,3555.3396304733124,3500.893940511848,3540.067138671875,232376,0.0,0.0,188
2025-05-15,3545.4224168373994,3634.677806352187,3518.7450694862755,3612.562255859375,257763,0.0,0.0,188
2025-05-16,3629.719273085675,3689.222867726424,3586.0833036824597,3651.43798828125,341068,0.0,0.0,188
2025-05-19,3684.759944657896,3834.014788331968,3638.2480669658985,3807.634765625,540336,0.0,0.0,188
2025-05-20,3861.783269109668,3861.783269109668,3679.3055799683793,3692.991455078125,531681,0.0,0.0,188
2025-05-21,3553.0588186089276,3822.5108856766938,3553.0588186089276,3794.345947265625,316823,0.0,0.0,188
