Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id
2025-04-21,270.2367106725248,271.261246635376,266.431223318327,269.11456298828125,3240661,0.0,0.0,160
2025-04-22,269.74884017484726,273.115194011929,267.0166945485605,270.4318542480469,4082971,0.0,0.0,160
2025-04-23,266.38243591788995,271.3100111913208,258.77152108850964,263.3575744628906,7563566,0.0,0.0,160
2025-04-24,263.9430491559095,265.01639098604636,261.16212752531845,262.089111328125,1894891,0.0,0.0,160
2025-04-25,263.94304290925936,264.18698287497955,257.01514192724,258.1860656738281,2499342,0.0,0.0,160
2025-04-28,257.6006068051631,259.55212655368706,254.52696915680352,255.2587890625,6351544,0.0,0.0,160
2025-04-29,257.9908953910155,258.91787914889085,253.99027409686843,254.96603393554688,1670828,0.0,0.0,160
2025-04-30,254.72210085275185,258.52758814859834,252.08756708389035,255.69786071777344,3217620,0.0,0.0,160
2025-05-02,258.0884884455644,258.1860703892002,253.69756898240732,254.81968688964844,995520,0.0,0.0,160
2025-05-05,248.9817937043668,252.35216730452836,248.9817937043668,251.1179656982422,2113730,0.0,0.0,160
2025-05-06,251.59266204107792,252.77942760627425,244.70947238524693,245.37405395507812,1260996,0.0,0.0,160
2025-05-07,244.18728112896954,249.55142916409963,243.71257789478912,247.79502868652344,1839445,0.0,0.0,160
2025-05-08,248.74443447698388,250.7381791217599,240.57954780468057,241.9561767578125,1589677,0.0,0.0,160
2025-05-09,239.10796707185196,240.86436761597756,230.51584267430775,231.89248657226562,8437988,0.0,0.0,160
2025-05-12,240.1997822326947,245.6113962438194,237.44650936934244,243.85499572753906,9203926,0.0,0.0,160
2025-05-13,243.52270302560814,249.50396683872017,241.90871498433378,243.33282470703125,7066919,0.0,0.0,160
2025-05-14,246.18422235127983,253.99028655466824,244.03755357867942,253.35604858398438,4414787,0.0,0.0,160
2025-05-15,252.77057239323122,259.8936370285892,251.5020965236414,258.9178771972656,2317177,0.0,0.0,160
2025-05-16,259.8936336123207,262.23545122114894,258.18605392995045,260.4790954589844,1326473,0.0,0.0,160
2025-05-19,259.84484818091886,262.3818298640075,257.7469703618023,258.4787902832031,3664939,0.0,0.0,160
2025-05-20,259.5521181471935,259.8448341888602,250.72150348226384,251.4533233642578,2829461,0.0,0.0,160
2025-05-21,252.62421606605966,254.526959661015,249.59936950204573,253.94149780273438,3075538,0.0,0.0,160
2025-05-22,253.9415025497847,254.38060639616035,246.33057269442915,249.89210510253906,2123448,0.0,0.0,160
2025-05-23,249.9896870437145,251.74604287356178,248.08694341319026,249.89210510253906,2548660,0.0,0.0,160
2025-05-26,250.77028960884198,253.11210736946782,249.45300781291857,250.28240966796875,2711747,0.0,0.0,160
2025-05-27,251.55088011929,252.5266399797649,247.25754268876616,251.9412078857422,3339407,0.0,0.0,160
2025-05-28,253.40485565949848,259.45454911833025,252.23393187890977,256.4296875,4203063,0.0,0.0,160
2025-05-29,258.3324098412054,258.6739317304606,254.72208663106653,256.722412109375,1379534,0.0,0.0,160
2025-05-30,256.7224242544239,258.5763620265962,253.74633882477968,254.77090454101562,2274253,0.0,0.0,160
2025-06-02,254.77090833513805,254.96604244268826,252.33150865704945,253.55120849609375,1417968,0.0,0.0,160
2025-06-03,254.67333672263405,259.5033601922985,254.1854567672267,257.6006164550781,3515584,0.0,0.0,160
2025-06-04,257.9421202705601,258.08847829134135,254.81967686403303,255.9906005859375,1340460,0.0,0.0,160
2025-06-05,257.1127270445703,257.1127270445703,254.3806113058921,256.2833251953125,579430,0.0,0.0,160
2025-06-06,256.4296678109983,271.4563928041909,254.6245359731151,268.87060546875,8917163,0.0,0.0,160
2025-06-09,272.6273123825349,281.55550958657403,271.8954924514198,276.7742919921875,7511538,0.0,0.0,160
2025-06-10,277.11579084707097,277.3109547235869,272.96881158263415,274.3348693847656,3726406,0.0,0.0,160
2025-06-11,273.50546330077657,276.4327427357952,271.4563915185246,274.1885070800781,2820576,0.0,0.0,160
2025-06-12,275.16428126958465,276.14004113224274,266.4312185876635,267.6021423339844,3637152,0.0,0.0,160
2025-06-13,264.2357702594726,265.3091121101184,260.2839545569006,263.94305419921875,4381737,0.0,0.0,160
2025-06-16,263.94303800152943,267.260615518072,261.3084745096069,266.7727355957031,1005131,0.0,0.0,160
2025-06-17,267.8460885596813,268.13880461418887,261.01576936143806,262.7721252441406,2508652,0.0,0.0,160
2025-06-18,262.772119977967,264.43092366114223,257.30788855114304,259.8936462402344,4446514,0.0,0.0,160
2025-06-19,258.82030400827927,260.2839438047445,252.91696874033374,254.67332458496094,1401645,0.0,0.0,160
2025-06-20,254.67333629521957,258.2348540081501,252.77059256119253,256.23455810546875,4463487,0.0,0.0,160
2025-06-23,256.0393867405254,257.16150464776655,252.91697298897742,254.81968688964844,2184581,0.0,0.0,160
2025-06-24,257.4054374845982,263.9918164968089,257.16149752118304,262.4794006347656,3898896,0.0,0.0,160
2025-06-25,262.47939484924217,263.30879666213787,259.6008914332591,259.9424133300781,1381769,0.0,0.0,160
2025-06-26,260.33271704558075,263.40638440687445,258.6251373016743,262.4794006347656,1824794,0.0,0.0,160
2025-06-27,264.4309090982327,267.8460684408298,261.30846578815624,266.13848876953125,1868778,0.0,0.0,160
2025-06-30,267.40696346069336,267.9436492217678,262.5281644208863,263.4063720703125,3435304,0.0,0.0,160
2025-07-01,264.13822093649867,264.1869970211233,259.0642574666971,260.67425537109375,1657882,0.0,0.0,160
2025-07-02,261.45487460010145,262.28424668485707,253.11210966868808,255.4051513671875,7032750,0.0,0.0,160
2025-07-03,256.624848958028,267.1630437721692,256.3321329045684,260.0400085449219,6776014,0.0,0.0,160
2025-07-04,260.9181955083157,264.4309371604784,258.13727379294403,259.9912414550781,1427953,0.0,0.0,160
2025-07-07,260.5278849952892,262.67456861799207,258.4300072327279,261.6012268066406,1732871,0.0,0.0,160
2025-07-08,262.3818235836625,263.6503292837584,259.55212591087644,263.3088073730469,1197383,0.0,0.0,160
2025-07-09,263.7478942871094,265.1627580812876,262.772134367767,263.7478942871094,984008,0.0,0.0,160
2025-07-10,264.4309198255571,265.35790359585525,259.1618225816466,261.11334228515625,1862362,0.0,0.0,160
2025-07-11,261.30848387071455,261.84516967124284,257.9909062353233,259.3569641113281,1837623,0.0,0.0,160
2025-07-14,259.7960561648639,262.2842318339036,258.6251324512999,261.6499938964844,2123415,0.0,0.0,160
2025-07-15,264.0,266.3500061035156,262.75,265.8500061035156,1409831,6.5,0.0,160
2025-07-16,264.8999938964844,265.3500061035156,262.6000061035156,264.1499938964844,1303724,0.0,0.0,160
2025-07-17,264.25,265.45001220703125,261.04998779296875,261.6499938964844,2178055,0.0,0.0,160
2025-07-18,263.0,263.0,258.45001220703125,259.8500061035156,2111078,0.0,0.0,160
2025-07-21,260.3999938964844,263.20001220703125,257.54998779296875,262.8500061035156,1064487,0.0,0.0,160
2025-07-22,264.0,267.45001220703125,259.3999938964844,265.54998779296875,6245670,0.0,0.0,160
